#, Name, Artists, Duration, Year, Genres
29, Chandrashekhara Ashtakam, Sounds of Isha, 8:01, 2017, devotional, bhajan, gujarati garba
30, Repeat, citimall, 3:21, 2023, indian indie, hindi indie, desi hip hop, hindi hip hop
31, To You, Yuktam Khosla, 2:45, 2024, 
32, She Will Be Loved - Radio Mix, Maroon 5, 4:19, 2002, pop
33, I GET IT, Moving in Silence, Lilaj, DaleoDaVinci, 2:14, 2024, 
34, 強火, QUEEN BEE, 3:28, 2025, anime, j-rock, j-pop
35, Habit - T- Mass Remix, Rain Man, Krysta Youngs, T-Mass, 3:53, 2016, future bass
36, B2b, Charli xcx, 2:58, 2024, hyperpop, art pop
37, RED, Seedhe Maut, Hisab, 5:03, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
38, Malang (Title Track) [From "Malang - Unleash The Madness"], Ved Sharma, Kunaal Vermaa, 4:47, 2020, hindi pop, bollywood, desi pop
39, Where Do We Go, Xuitcasecity, 3:26, 2017, 
40, SHUTDOWN, Seedhe Maut, 1:56, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
41, Weekend (feat. Miguel), Mac Miller, Miguel, 3:28, 2015, 
42, 911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy), Tyler, The Creator, Frank Ocean, Steve Lacy, 4:15, 2017,
43, YOU HAUNT ME, Citizen, 2:41, 2024, 
44, Nobody But Me, Lou Rawls, 2:44, 1965, philly soul, soul blues, classic soul
45, High Speeds, Darci, 2:54, 2023, dark r&b
46, イザベラの唄, 小畑貴裕, 2:29, 2019, anime
47, HiGH, N i G H T S, 1:33, 2021, dark r&b
48, 弾きこもり, AKASAKI, 2:59, 2024, j-pop
49, Electric Nausea, Saint Eli, 4:05, 2020, 
50, Relax, OZZIE, Joey XL, 3:52, 2017, dark r&b
51, Jealousy, RUBII, 2:53, 2024, 
52, Party Monster, The Weeknd, 4:09, 2016, 
53, The 1, muque, 3:11, 2025, japanese indie, j-pop
54, True Colors, The Weeknd, 3:26, 2016, 
55, A LOT, John K, 3:01, 2022, 
56, KODAK, King, Seedhe Maut, 6:03, 2024, desi hip hop, hindi hip hop, desi pop, hindi pop, hindi indie, desi
57, Kamikaze, Nanku, Faizan, 2:51, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
58, Freak Like That, Austin George, 2:15, 2022, 
59, Siren, Josiah Bassey, Zach Golden, 3:02, 2020, afro r&b, afro soul
60, Boyband, N i G H T S, 2:09, 2024, dark r&b
61, City, overtide, 1:59, 2022, 
62, Hanuman Chalisa Superfast, Brijesh Shandilya, 4:16, 2015, bhajan, devotional
63, By Your Side, Jake Hope, 3:10, 2018, 
64, Brahamachari, Seedhe Maut, Raga, GhAatak, 3:34, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
65, SLIDE, Chase Atlantic, 3:55, 2021, 
66, Hit #2, 125 Rue Montmartre, 2:42, 2019, midwest emo, slowcore, screamo, math rock, shoegaze
67, Witches Party, Karmadiesz, rae!, mikevince, 1:44, 2023, jersey club, nightcore, hyperpop
68, ICE, Seedhe Maut, 2:39, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
69, Play Fight (with Tinashe), THEY., Tinashe, 3:14, 2020, 
70, Secret Weekends, Vaboh, 2:24, 2020, emo rap
71, you don't know, Virginia To Vegas, 2:57, 2023, 
72, Namastute, Seedhe Maut, 2:00, 2021, desi hip hop, hindi hip hop, hardcore hip hop, desi
73, Hummingbird (Metro Boomin & James Blake), Metro Boomin, James Blake, 5:19, 2023, 
74, You, Elle Eliades, R.L. KING, 3:51, 2021, 
75, Broke In A Minute, Tory Lanez, 2:12, 2020, 
76, Lost, Blake Rose, 3:54, 2020, 
77, RED, Blake and Miles, 2:38, 2021, 
78, Chargie, Preston Pablo, 2:55, 2021, punjabi pop
79, White Lightning, Tory Lanez, 3:30, 2025, 
80, Live for the Night, Krewella, 3:26, 2012, edm, dubstep
81, MARCELINE, Lil God Dan, 2:35, 2020, 
82, The First Layer, Kevin Penkin, 1:57, 2017, anime, soundtrack
83, Diamond Boy (DTM), SZA, 3:37, 2024, r&b
84, CONTROL, EMBUE, 2:33, 2021, dark r&b, trap soul
85, Plead the Fifth, Sereda, 3:25, 2020, 
86, Dead Man Walking, Wavey Vayn, A'Donzo, 3:32, 2020, dark r&b, trap soul
87, sweat, Haiden Henderson, 2:24, 2024, 
88, i miss the days, Cova, 2:17, 2022, 
89, Without You, N i G H T S, 2:33, 2021, dark r&b
90, I WANNA SEE SOME ASS (feat. jetsonmade), Jack Harlow, jetsonmade, 2:05, 2020, 
91, Lavender, Azooz, SangeetKir, PINNOCIO, 3:00, 2022, desi hip hop, hindi hip hop, hindi indie, indian indie
92, Raat Ki Rani, Seedhe Maut, 3:31, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
93, Palm Springs (the way you made me feel), Virginia To Vegas, 2:50, 2020, 
94, BAAWE, Raftaar, Badshah, Hiten, 2:39, 2024, desi hip hop, hindi hip hop, desi pop, haryanvi pop, punjabi hip hop
95, Lights - Sped Up Version, Ellie Goulding, Speed Radio, 3:10, 2022, 
96, NAMUNA, Seedhe Maut, 1:47, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
97, HEARTLESS (with Goody Grace), PLVTINUM, Goody Grace, 3:05, 2021, dark r&b
98, Northport, Bonobo, 2:56, 2025, trip hop, downtempo, nu jazz, electronic
99, Comedown, Croosh, 2:37, 2019, 
100, afraid of luv, benny mayne, 3:06, 2019, 
101, IF THE WORLD, Josh Levi, 2:59, 2020, 
102, Glow in the Dark, Black Atlass, 3:42, 2022, 
103, My Band, D12, 4:58, 2004, 
104, Dhundhala, Yashraj, Dropped Out, Talwiinder, 3:02, 2022, desi hip hop, hindi hip hop, indian indie, hindi indie, desi
105, Arabella, Arctic Monkeys, 3:27, 2013, indie, garage rock
106, Khair Mangdi, Bilal Saeed, 3:54, 2012, punjabi pop, bhangra, desi, desi hip hop
107, Favela - Remastered, Ike Quebec, 4:00, 2007, hard bop, bossa nova, jazz, latin jazz, brazilian jazz, cool jazz, soul jazz
108, Bartender (feat. Akon), T-Pain, Akon, 3:58, 2007, 
109, One Way, Daichi Yamamoto, 3:10, 2019, j-rap, j-r&b
110, Closer, WRKINSILENCE, DCMBR, DJ Swanzy, 2:55, 2023, dark r&b, trap soul
111, Stalker, Bangers Only, Sannan, 2:43, 2020, 
112, YOU'RE THE ONE (feat. Syd), KAYTRANADA, Syd, 3:47, 2016, 
113, Parkha Na, Sushant KC, 4:02, 2024, 
114, Conclusion, NOLAN, 2:29, 2019, 
115, Caroline, Boy In Space, 2:38, 2020, 
116, Under The Influence, Groovie Gang, Kid Travis, 2:31, 2022, 
117, MERCEDES, ero808, 2:20, 2023, bass house
118, Sargam, Nanku, Adil, 2:51, 2024, desi hip hop, hindi indie, hindi hip hop, indian indie
119, Open Hearts, The Weeknd, 3:54, 2025, 
120, 100 Ways, Austin Hull, 3:40, 2019, dark r&b, trap soul
121, The Way Life Goes (feat. Oh Wonder), Lil Uzi Vert, Oh Wonder, 3:41, 2017, melodic rap
122, Freakshow (feat. Nina Chuba), ALX, Nina Chuba, 2:36, 2021, 
123, That’s Not How This Works (feat. Dan + Shay & Sabrina Carpenter) - Sabrina’s Version, Charlie Puth, Dan + Shay, Sabrina Carpenter, 2:46, 2023, soft pop, pop
124, Too Many Nights (feat. Don Toliver & with Future), Metro Boomin, Future, Don Toliver, 3:19, 2022, 
125, ZIG ZAGGING, Asha Imuno, 2:04, 2022, 
126, Last Resort, Papa Roach, 3:19, 2000, nu metal, rap metal, alternative metal, rap rock, rock
127, Urvashi Urvashi, A.R. Rahman, Noel James, Shankar Mahadevan, 3:16, 1995, tamil pop, kollywood, sufi, bollywood, hindi pop, desi, tamil dance
128, crazy, Zac Greer, 2:37, 2020, 
129, BEAUTY IN DEATH, Chase Atlantic, 4:24, 2021, 
130, Akatsuki, Seedhe Maut, Raga, 2:35, 2023, desi hip hop, hindi hip hop, hardcore hip hop, desi
131, Redbone, Childish Gambino, 5:26, 2016, 
132, WHY NOT, QKReign, 2:14, 2024, jersey club
133, more often than not, Virginia To Vegas, 2:35, 2024, 
134, Dancing In The Flames - Live from São Paulo, The Weeknd, 5:12, 2024, 
135, Obsessive Personality, QKReign, VaporGod, 3:02, 2024, jersey club
136, Rise, Jonas Blue, Jack & Jack, 3:14, 2018, tropical house
137, Who Needs Love, Tory Lanez, 2:53, 2020, 
138, Goodbye, Myles Lloyd, 2:32, 2019, 
139, Closer, The Chainsmokers, Halsey, 4:04, 2016, 
140, Assumptions, N i G H T S, 2:37, 2020, dark r&b
141, Shoot for This, WRKINSILENCE, 2:21, 2021, dark r&b, trap soul
142, Kaafizyada, Nanku, 2:44, 2020, desi hip hop, hindi indie, hindi hip hop, indian indie
143, b3 my lov4, SaveTheWorld!, 1:32, 2023, jersey club, hyperpop
144, Ruhaani, Natiq, Karun, Sifr, 2:44, 2021, desi hip hop, hindi indie, hindi hip hop, indian indie
145, Eshay, Gucci Dassy, 3:09, 2021, aussie drill
146, I can't do this, K3NT4!, 2:56, 2023, 
147, Mary Jane, Nanku, 4:01, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
148, what did you get yourself into, remy, 3:12, 2020, bedroom pop
149, Let Me Love You, DJ Snake, Justin Bieber, 3:25, 2016, 
150, Gulaab Ke Sheher, Mitraz, Samr8, 2:49, 2020, indian indie, hindi indie, desi pop, desi, hindi pop
151, Pickup, Seedhe Maut, Hurricane, DL91 Era, OG Lucifer, 2:44, 2025, desi hip hop, hindi hip hop, hardcore hip hop, desi
152, 3AM, Russ, Ty Dolla $ign, 3:20, 2020, 
153, Dance Like, Harrdy Sandhu, Jaani, 2:51, 2019, punjabi pop, bhangra, desi, desi pop, hindi pop, bollywood
154, LagClub, IzRosh, 2:03, 2024, jersey club
155, Confident - Single Version, Justin Bieber, Chance the Rapper, 4:08, 2013, 
156, TT, Seedhe Maut, 3:57, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
157, I Wanna Know, Sickick, 4:04, 2017, 
158, NASA, Josh Levi, 2:12, 2022, 
159, Do You Know Who You Are?, Texas Is The Reason, 2:43, 2013, midwest emo, emo, post-hardcore, screamo
160, press play, adore, vowl., 2:15, 2024, 
161, KNOW BETTER, Josh Levi, 2:31, 2020, 
162, HEAVEN AND BACK, Chase Atlantic, 4:08, 2019, 
163, PEW PEW!, Rawal, Bharg, Ikka, 2:21, 2021, desi hip hop, hindi hip hop, hindi indie, indian indie
164, Aankhon Aankhon, Yo Yo Honey Singh, 4:04, 2015, bollywood, hindi hip hop, desi, hindi pop, punjabi pop, punjabi hip hop
165, Love Me, Hate Me, Kayla G, VaporGod, Irokz, 2:42, 2024, hyperpop
166, Time, N i G H T S, 2:30, 2023, dark r&b
167, She Said, Forester, 2:39, 2022, stutter house, tropical house
168, Shaam Savere, Natiq, 1:55, 2022, desi hip hop, hindi indie, hindi hip hop, indian indie
169, Magic, N i G H T S, 3:15, 2021, dark r&b
170, Ayo, Chris Brown, Tyga, 3:45, 2015, r&b
171, Darling, N i G H T S, 2:15, 2020, dark r&b
172, My Way, PRAYER, Yung Trench, 2:35, 2020, 
173, Shalu Aunty, Foosie Gang, Paradox, A.O.D., 2:02, 2022, desi hip hop, hindi hip hop
174, white silence (album version), TK from Ling tosite sigure, 6:58, 2012, anime, j-rock, j-pop
175, And This is Just The Intro, Tory Lanez, 5:26, 2021, 
176, Real, K-Si Yang, 2:26, 2017, dark r&b, trap soul
177, WHATS POPPIN, Jack Harlow, 2:19, 2020, 
178, ELEGANT, Avi Roy, 3:02, 2021, dark r&b
179, Hikari, Clovis Reyes, VDYCD, 2:29, 2024, phonk
180, West Coast Love, Emotional Oranges, 3:35, 2019, indie r&b
181, Stereo Love (Original), Edward Maya, Vika Jigulina, 4:07, 2010, 
182, Vishay Khatam, Naam Sujal, Aditya Pushkarna, 3:13, 2024, desi hip hop, hindi hip hop
183, Gemini, N i G H T S, 1:58, 2024, dark r&b
184, L’Étoile d’Afrique, Pt. 2, VDYCD, 2:44, 2023, jersey club, phonk
185, Escape From LA, The Weeknd, 5:55, 2020, 
186, Titlee, Nanku, Frappe Ash, Adil, 3:19, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
187, owesome, a picture of her, 2:46, 2009, math rock, midwest emo, post-rock
188, Ride It, Regard, 2:37, 2019, 
189, Darling (Acoustic), N i G H T S, 1:11, 2024, dark r&b
190, Mine, Slayyyter, 2:39, 2019, hyperpop
191, Selfish, N i G H T S, 2:04, 2020, dark r&b
192, striptease, carwash, 2:40, 2019, 
193, G 2 G, N i G H T S, 2:13, 2021, dark r&b
194, Already Best Friends (feat. Chris Brown), Jack Harlow, Chris Brown, 3:17, 2020, 
195, Bad Ritual, Jordyne, 2:18, 2020, dark r&b, trap soul
196, Friends, Chase Atlantic, 3:50, 2015, 
197, She's in my Head, APE, William Singe, 2:59, 2023, 
198, Rock Tha Party - Radio Edit, Bombay Rockers, 3:32, 2004, bhangra, desi pop, desi
199, Bahaaney, Nanku, Natiq, 2:46, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
200, Drive, Dxvn., 4:30, 2022, dark r&b, trap soul
201, CLOUDS, NF, 4:03, 2021, christian hip hop
202, Summer Zoned, Tiishe, 1:37, 2023, 
203, 晴る, ヨルシカ, 4:30, 2024, j-pop, j-rock, japanese indie, anime
204, Goodbye, N i G H T S, 2:48, 2024, dark r&b
205, Eyes Off You, PRETTYMUCH, 3:24, 2019, 
206, The Other Side, Jason Derulo, 3:46, 2013, 
207, Is There Someone Else?, The Weeknd, 3:19, 2022, 
208, like a ghost, hrishi, 2:29, 2020, 
209, UN-APEX, TK from Ling tosite sigure, 4:24, 2025, anime, j-rock, j-pop
210, Sorrows, Bryson Tiller, 3:13, 2020, trap soul, r&b
211, Go Crazy, Chris Brown, Young Thug, 2:56, 2020, r&b
212, Glad You Came, The Wanted, 3:17, 2011, 
213, Wanderlust, The Weeknd, 5:05, 2013, 
214, Goodie, N i G H T S, 1:56, 2022, dark r&b
215, Hennessy, Kodoku, 1:51, 2021, gospel r&b, dark r&b
216, A Lonely Night, The Weeknd, 3:40, 2016, 
217, Hausla, Seedhe Maut, 2:18, 2023, desi hip hop, hindi hip hop, hardcore hip hop, desi
218, Trippy, Nanku, Natiq, 3:00, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
219, Raaz, Harjas Harjaayi, Rishi Roy, 3:15, 2021, desi hip hop, hindi hip hop, haryanvi pop
220, ripped lingerie, Nicoteen Ninyo, 2:31, 2021, emo rap
221, Perfect Strangers, Jonas Blue, JP Cooper, 3:16, 2018, tropical house
222, Control, pablø, Preston Pablo, 5:00, 2020, dark r&b, trap soul
223, Stay, Zedd, Alessia Cara, 3:30, 2017, edm
224, BL00D, Owl Vision, 1:41, 2020, synthwave
225, Bullet Proof ... I Wish I Was, Radiohead, 3:28, 1995, art rock, alternative rock
226, Shut Up and Dance, WALK THE MOON, 3:19, 2014, 
227, Designer, Balu Brigada, 3:10, 2023, 
228, One, N i G H T S, 1:50, 2021, dark r&b
229, Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray), Metro Boomin, Coi Leray, 3:09, 2023,
230, Manoharini, Karun, toorjo dey, Nanku, 4:56, 2020, desi hip hop, hindi hip hop, hindi indie, indian indie
231, Isabelle, Zach Hood, 2:15, 2021, 
232, Warm Stay, Blossom, 2:49, 2024, shoegaze
233, Sarphira, Nanku, Karun, 3:34, 2021, desi hip hop, hindi indie, hindi hip hop, indian indie
234, hellcats & audis, sobhhï, NIVO, NHYN, 2:08, 2022, dark r&b
235, Never Forget You, Zara Larsson, MNEK, 3:33, 2017, 
236, Link Up - Spider-Verse Remix (Spider-Man: Across the Spider-Verse - Instrumental), Metro Boomin, 3:15, 2023,
237, No Promises (feat. Demi Lovato), Cheat Codes, Demi Lovato, 3:43, 2017, 
238, In the Wind, N i G H T S, 2:45, 2024, dark r&b
239, Jennifer, Trinidad Cardona, 3:33, 2017, 
240, IGNORE, EMBUE, 3:00, 2021, dark r&b, trap soul
241, can we fall in love, s.e. lane, 3:26, 2023, shoegaze
242, Machina, Midrift, 2:14, 2022, shoegaze
243, Shaayar, Bharat Chauhan, Seedhe Maut, 4:34, 2024, hindi indie, indian indie, desi hip hop
244, What Once Was, Her's, 4:15, 2017, indie
245, AMNESIA (feat. Boy In Space), DREAMDNVR, Boy In Space, 2:55, 2020, 
246, Love For You, LOVELI LORI, ovg!, 2:50, 2022, 
247, Passionfruit, Drake, 4:58, 2017, rap
248, Natkhat, Seedhe Maut, 3:12, 2021, desi hip hop, hindi hip hop, hardcore hip hop, desi
249, Count Me In (with Kiana Ledé), THEY., Kiana Ledé, 3:14, 2021, 
250, Morning Sun, Taba Chake, 3:49, 2018, indian indie, hindi indie
251, Valencia - acoustic, Varju, 2:22, 2024, 
252, Eastside (with Halsey & Khalid) - Acoustic, benny blanco, Halsey, Khalid, 2:53, 2018, 
253, Signal, TK from Ling tosite sigure, 5:21, 2016, anime, j-rock, j-pop
254, Battle Scars (with Guy Sebastian), Lupe Fiasco, Guy Sebastian, 4:10, 2012, 
255, Clarity, Zedd, Foxes, 4:31, 2012, edm
256, Khayaal, Abhijeet Srivastava, Prateeksha Srivastava, 2:42, 2020, indian indie, hindi indie, desi pop, hindi pop, bollywood
257, Love is a Miracle, Jinco, SVNAH, 3:13, 2019, future bass, edm trap
258, Assassin's Creed Valhalla Main Theme (feat. Einar Selvik), Sarah Schachner, Assassin's Creed, Jesper Kyd, Einar Selvik, 3:15, 2021, soundtrack
259, Sath Nahi, mohit, Karun, 2:55, 2021, desi hip hop, indian indie, hindi indie, hindi hip hop
260, Bhussi, KSHMR, Seedhe Maut, Karan Kanchan, 3:04, 2023, big room, edm, slap house, electronica
261, Peace of Mind, Austin Hull, 3:21, 2019, dark r&b, trap soul
262, johnny & june, Zachary Knowles, 2:44, 2021, 
263, Under The Influence, Chris Brown, 3:04, 2019, r&b
264, Zubaida, Nanku, Natiq, 4:13, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
265, Naksha, Seedhe Maut, 3:26, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
266, DEHSHAT HO, Raftaar, Yashraj, 3:15, 2024, desi hip hop, hindi hip hop, desi pop, haryanvi pop, punjabi hip hop
267, OHMAMI - With Maggie Lindemann, Chase Atlantic, Maggie Lindemann, 3:46, 2022, 
268, Falling for U, Peachy!, mxmtoon, 2:04, 2017, 
269, KOTM, VAIBHAV, merxury, Yung Da$, 2:35, 2023, desi hip hop, hindi hip hop
270, I Hate Everything About You, Three Days Grace, 3:51, 2003, post-grunge, rock
271, Murder Your Memory, Title Fight, 2:36, 2015, midwest emo, shoegaze, post-hardcore, melodic hardcore, pop punk, emo
272, hades in the dead of winter, my dead girlfriend, 5:31, 2015, shoegaze, japanese indie, j-rock, math rock, dream pop, shibuya-kei
273, Choosin', THEY., 2:56, 2025, 
274, Sundress, A$AP Rocky, 2:38, 2018, rap
275, Midnight Club, Aero Chord, 4:08, 2021, edm trap, dubstep
276, Electric Lady, Justin Timberlake, 4:20, 2013, 
277, Aisi Waisi, wolf.cryman, Nanku, 3:42, 2024, desi hip hop, hindi hip hop, hindi indie, indian indie
278, 100 Rounds, FRVRFRIDAY, 2:12, 2020, trap soul, dark r&b
279, Mera Musafir, Bayaan, 4:51, 2020, indian indie, hindi indie, desi
280, The Diary of Jane - Single Version, Breaking Benjamin, 3:20, 2006, alternative metal, post-grunge, rock, hard rock
281, Why, Sabrina Carpenter, 2:51, 2017, 
282, loser, wickbabi, 2:51, 2024, uk garage
283, staring at the sun, Saint Lane, 2:31, 2022, 
284, Sweet Escape, Alesso, Sirena, 3:52, 2015, edm
285, Cry Me a River, Justin Timberlake, 4:48, 2002, 
286, Five Months Later, Prince Fox, 3:01, 2019, 
287, Naavik, Nanku, 3:38, 2022, desi hip hop, hindi indie, hindi hip hop, indian indie
288, Devi Kavach, Anuradha Paudwal, 14:33, 2013, bhajan, marathi pop, devotional, ghazal, bollywood, hindi pop
289, I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne), Netsky, Bazzi, Lil Wayne, 2:47, 2019, drum and bass, liquid funk, chillstep
290, Velocity, Nanku, 2:34, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
291, She Make It Clap, Soulja Boy, 1:51, 2021, 
292, Pluto’s Last Comet, Tory Lanez, 3:31, 2021, 
293, Flavours Freestyle, Kidshot, 3:00, 2021, desi hip hop, hindi hip hop, hardcore hip hop
294, Tour Shit!, Seedhe Maut, 2:46, 2024, desi hip hop, hindi hip hop, hardcore hip hop, desi
295, Out of Time, The Weeknd, 3:34, 2022, 
296, Fakira, Vishal-Shekhar, Sanam Puri, Neeti Mohan, 4:48, 2019, bollywood, desi, hindi pop
297, KiKi RiRi, WANT3D, The Xenial Secret, 2:52, 2024, desi hip hop, hindi hip hop
298, Basic, N i G H T S, 3:30, 2017, dark r&b
299, Polaroids, Flowerboy, Leo IV, 2:48, 2024, bedroom pop, indie r&b
300, Ascension, Aero Chord, 3:44, 2025, edm trap, dubstep
301, Solo (feat. Demi Lovato), Clean Bandit, Demi Lovato, 3:42, 2018, 
302, Jaanekya, Nanku, 4:06, 2020, desi hip hop, hindi indie, hindi hip hop, indian indie
303, L Me F Me, A'Donzo, 2:44, 2019, dark r&b, trap soul
304, 6 AM In Toronto, Viktoria Liv, 3:55, 2020, dark r&b
305, Fat Juicy & Wet, Sexyy Red, Bruno Mars, 2:21, 2025, 
306, There's Nothing Holdin' Me Back, Shawn Mendes, 3:19, 2017, 
307, Peep the Tareeka - Remix, Dhanji, unfuckman, Nanku, Udbhav, 3:35, 2022, desi hip hop, hindi hip hop, indian indie
308, 2FACED, EMBUE, 2:22, 2021, dark r&b, trap soul
309, Nazraan, Nanku, toorjo dey, Karun, 3:15, 2021, desi hip hop, hindi indie, hindi hip hop, indian indie
310, La, Natiq, Karun, 1:39, 2019, desi hip hop, hindi indie, hindi hip hop, indian indie
311, One Right Now (with The Weeknd), Post Malone, The Weeknd, 3:12, 2022, 
312, I WANNA BE YOUR SLAVE, Måneskin, 2:53, 2021, 
313, Fallingforyou, The 1975, 4:00, 2013, 
314, Blue, SAIAH, 3:46, 2022, 
315, Glassy Sky (Tokyo Ghoul Original Soundtrack), PianoDeuss, 5:39, 2021, anime
316, If You Stay, The Millennial Club, Tori Romo, 4:21, 2019, 
317, O Mere Khuda, Atif Aslam, Garima Jhingon, 3:22, 2010, bollywood, hindi pop, desi, sufi, qawwali
318, Atyaachaar, Hardbone boy, DEADPAN, 2:15, 2023, desi hip hop, hindi hip hop
319, Mujhko Mila - Bonus Track, Karun, Adil, Chaar Diwaari, 3:21, 2022, desi hip hop, hindi hip hop, hindi indie, indian indie
320, Blip, Nanku, 3:21, 2019, desi hip hop, hindi indie, hindi hip hop, indian indie
321, PAYAKAN, Badkidz, 2:58, 2023, desi hip hop, hindi hip hop
322, 140 Proof, Lucas Warwick, 2:40, 2020, 
323, Mehbooba Mehbooba - From "Sholay", R. D. Burman, 3:53, 2013, ghazal, bangla pop, hindi pop, bollywood
324, Peaking, Nanku, Lambo Drive, 2:02, 2023, desi hip hop, hindi indie, hindi hip hop, indian indie
325, Rosid, The Cotton Modules, 1:31, 2021, avant-garde
326, Wait On Me, Breakfast Road, 2:15, 2021, 
327, Nanchaku, Seedhe Maut, MC STAN, 3:13, 2021, desi hip hop, hindi hip hop, hardcore hip hop, desi
328, Kohra, Seedhe Maut, Sez on the Beat, 4:06, 2022, desi hip hop, hindi hip hop, hardcore hip hop, desi
329, Malibu, Virginia To Vegas, NOTD, 2:28, 2021, 
330, Mhmm, Karun, Nanku, Kishore Kumar, Lata Mangeshkar, 3:05, 2024, desi hip hop, hindi hip hop, hindi indie, indian indie
331, Drowning, N i G H T S, 2:24, 2024, dark r&b
332, How to Be a Heartbreaker, MARINA, 3:41, 2012, 
333, Like That (feat. Gucci Mane), Doja Cat, Gucci Mane, 2:43, 2019, 
334, Waise Bhi, Nanku, Ezzyland, 2:32, 2021, desi hip hop, hindi indie, hindi hip hop, indian indie
335, Nevermind, Umair, Talha Anjum, Seedhe Maut, 2:50, 2022, desi hip hop, hindi hip hop, desi, indian indie, hindi indie
336, Bin Tere, Abhijay Sharma, Karun, 2:43, 2021, punjabi pop, punjabi hip hop, desi pop, desi hip hop, hindi hip hop
337, PYAAR?, Naam Sujal, Aditya Pushkarna, 3:25, 2024, desi hip hop, hindi hip hop
338, That's Not Love!, Richie Quake, 2:43, 2022, 
339, Renee's Song, Bazzi, 2:10, 2020, 
340, Shqui Shqui, Unluv, BBB, Jeev, 2:32, 2023, hindi indie, indian indie, desi hip hop
341, RUNRUNRUN, Dutch Melrose, 2:20, 2022, dark r&b
342, Paint The Town Blue (from the series Arcane League of Legends), Arcane, Ashnikko, 1:54, 2024, 
343, Atyaachaar - Instrumental, DEADPAN, 2:15, 2023, desi hip hop, hindi hip hop
344, 5 Centimeters Per Second (End Theme), give me your rain,, 2:55, 2021, 
345, Nerve, Always Never, 2:45, 2020, dark r&b, trap soul
346, The Streets, Aero Chord, 1:55, 2024, edm trap, dubstep
347, GDFR (feat. Sage the Gemini & Lookas), Flo Rida, Sage The Gemini, Lookas, 3:10, 2015, 
348, House Of Balloons / Glass Table Girls, The Weeknd, 6:47, 2011, 
349, Chal Chutiye, Sun J, Jinn, Shan Krozy, 5:43, 2019, desi hip hop, hindi hip hop, punjabi hip hop
350, Indore Namkeen Freestyle, Naam Sujal, 2:18, 2023, desi hip hop, hindi hip hop
351, Claudia, FINNEAS, 2:41, 2019, 
