artist_id,artist_name,genres,popularity,followers,track_track_id,track_track_name,track_popularity,track_duration_ms,track_explicit,track_release_date,track_album_name,track_spotify_url,num_genres
43CbNTpTFxvw0F9UxMZVTO,wolf.cryman,"['desi hip hop', 'hindi hip hop', 'hindi indie', 'indian indie']",51,39957,3fcPi80pVZuEJzcyI5XGZs,Aisi Waisi,32,222927,FALSE,01-04-2024,Dil Fenk Ke Marunga 2,https://open.spotify.com/track/3fcPi80pVZuEJzcyI5XGZs,4
1ZBspcSxfWh6GuxjGr5u0p,Nanku,"['desi hip hop', 'hindi hip hop', 'hindi indie', 'indian indie']",53,92791,3fcPi80pVZuEJzcyI5XGZs,Aisi Waisi,32,222927,FALSE,01-04-2024,Dil Fenk Ke Marunga 2,https://open.spotify.com/track/3fcPi80pVZuEJzcyI5XGZs,4
2jwmP4TgzTGqjCfcXMDayW,FRVRFRIDAY,"['trap soul', 'dark r&b']",57,93566,5sJwRlYM8Wg9vGrfe0FNTO,100 Rounds,53,132739,TRUE,12-03-2020,100 Rounds,https://open.spotify.com/track/5sJwRlYM8Wg9vGrfe0FNTO,2
3atMq790wQ7IqjeSO0HFeP,Bayaan,"['indian indie', 'hindi indie', 'desi']",66,385720,02zLhpWokJghrfZrwV2z8a,Mera Musafir,54,291183,FALSE,07-02-2020,Suno,https://open.spotify.com/track/02zLhpWokJghrfZrwV2z8a,3
5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,"['alternative metal', 'post-grunge', 'rock', 'hard rock']",74,5002089,0faXHILILebCGnJBPU6KJJ,The Diary of Jane - Single Version,78,200546,FALSE,01-01-2006,Phobia (Clean Version),https://open.spotify.com/track/0faXHILILebCGnJBPU6KJJ,4
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,"['electronic', 'pop']",91,22832745,1byScELwcJffsdL5QWa6Yk,Why,63,171096,FALSE,07-07-2017,Why,https://open.spotify.com/track/1byScELwcJffsdL5QWa6Yk,0
4CXwoMV6VkcZL9XymMaPoY,wickbabi,['uk garage'],5,218,1wPFw6XQ4BBZPP6IBrgjpg,loser,13,171666,FALSE,04-01-2024,loser,https://open.spotify.com/track/1wPFw6XQ4BBZPP6IBrgjpg,1
4M0vvoQACWxLNrLVrx3MWX,Saint Lane,[],29,4475,2wWTQ2gYlK1Tc5SIG6FFvp,staring at the sun,22,151724,TRUE,02-09-2022,i thought my name was cursed,https://open.spotify.com/track/2wWTQ2gYlK1Tc5SIG6FFvp,0
4AVFqumd2ogHFlRbKIjp1t,Alesso,['edm'],76,4021120,6vPJvkEuWZPcv58NnQ3dBR,Sweet Escape,57,232533,FALSE,22-05-2015,Forever,https://open.spotify.com/track/6vPJvkEuWZPcv58NnQ3dBR,1
3ua4MYAHmkOM1hL7o0FqIw,Sirena,['edm'],44,4862,6vPJvkEuWZPcv58NnQ3dBR,Sweet Escape,57,232533,FALSE,22-05-2015,Forever,https://open.spotify.com/track/6vPJvkEuWZPcv58NnQ3dBR,0
31TPClRtHm23RisEBtV3X7,Justin Timberlake,[],83,15395070,7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,80,288333,FALSE,04-11-2002,Justified,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,0
1nf5yEVCfMbqm1OCYpntBT,Prince Fox,"['electronic', 'pop']",33,59552,7nam2zoOW27TPhESCaCbqH,Five Months Later,27,181714,FALSE,31-05-2019,"ALL THIS MUSIC, Vol. 1",https://open.spotify.com/track/7nam2zoOW27TPhESCaCbqH,0
1ZBspcSxfWh6GuxjGr5u0p,Nanku,"['desi hip hop', 'hindi indie', 'hindi hip hop', 'indian indie']",53,92791,2HGuZuFQrWwjNgREEnjnKI,Naavik,18,218169,FALSE,21-06-2022,Naavik,https://open.spotify.com/track/2HGuZuFQrWwjNgREEnjnKI,4
