artist_id,artist_name,genres,popularity,followers,track_track_id,track_track_name,track_popularity,track_duration_ms,track_explicit,track_release_date,track_album_name,track_spotify_url
5DCd1EttaVv9lKFn0UZvHE,Ezzyland,[],7,3780,5PkcDaTNZRVNvVhf5OkcNe,Waise Bhi,18,152084,False,2021-02-12,Krytrim,https://open.spotify.com/track/5PkcDaTNZRVNvVhf5OkcNe
5RmZclxIWvmctw5DNBJyo6,Richie Quake,[],25,7600,7bm2fcze7tiuJFRnksj5K2,That's Not Love!,23,163240,False,2022-06-29,I Want Some!,https://open.spotify.com/track/7bm2fcze7tiuJFRnksj5K2
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,[],70,5492868,13iMiwdY7pgE1f7NwYKr1D,Renee's Song,52,130545,False,2020-04-01,Renee's Song,https://open.spotify.com/track/13iMiwdY7pgE1f7NwYKr1D
57nPqD7z62gDdq37US9XJR,Arcane,[],81,704918,4cCeHTJcKQU9PCuQ2jiYlI,Paint The Town Blue (from the series Arcane League of Legends),75,114600,False,2024-11-23,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),https://open.spotify.com/track/4cCeHTJcKQU9PCuQ2jiYlI
3PyJHH2wyfQK3WZrk9rpmP,Ashnikko,[],71,2539960,4cCeHTJcKQU9PCuQ2jiYlI,Paint The Town Blue (from the series Arcane League of Legends),75,114600,False,2024-11-23,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),https://open.spotify.com/track/4cCeHTJcKQU9PCuQ2jiYlI
2Ckx7052mEyHTynWgCaAdH,"give me your rain,",[],40,2366,4zGtsXOEpHDfEIZvbn5wnz,5 Centimeters Per Second (End Theme),43,175200,False,2021-08-04,5 Centimeters Per Second (End Theme),https://open.spotify.com/track/4zGtsXOEpHDfEIZvbn5wnz
0jnsk9HBra6NMjO2oANoPY,Flo Rida,[],82,8937951,26rdOwwjC2UnweK3xeS58u,GDFR (feat. Sage the Gemini & Lookas),75,190185,False,2015-04-07,My House,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,[],96,105641915,2r7BPog74oaTG5shNYiUnV,House Of Balloons / Glass Table Girls,80,407315,True,2011-03-21,House Of Balloons (Original),https://open.spotify.com/track/2r7BPog74oaTG5shNYiUnV
37M5pPGs6V1fchFJSgCguX,FINNEAS,[],70,2256482,61XKjaoYP146b27n8Z0mEJ,Claudia,52,161876,False,2019-02-22,Claudia,https://open.spotify.com/track/61XKjaoYP146b27n8Z0mEJ
0z4gvV4rjIZ9wHck67ucSV,Akon,[],84,5642327,0CXVjQI9wsqaGeIARkkpYc,I Wanna Love You,78,247066,True,2006-01-01,Konvicted,https://open.spotify.com/track/0CXVjQI9wsqaGeIARkkpYc
3zM2OWAY9VRMhq1IW8XMlH,Noah Tonin,[],32,2748,2KjUyXyXVjSylGwL64Lj2F,WHAT YOU DO,40,130183,False,2024-06-27,WHAT YOU DO,https://open.spotify.com/track/2KjUyXyXVjSylGwL64Lj2F
